,all_spl_values,occurance_times,ids,origin,emitter_id,bat_direction,incident_direction,type,reflected_from,sound_object_id,bat_last_call_time,sound_direction,theta,bat_position,distance_from_bat,creation_time,received_spl,time,duration
576,"[np.float64(63.980165526122704), np.float64(63.97490320321323)]","[np.float64(4.86), np.float64(4.861)]","[UUID('7a547413-84bc-4889-b4d1-795ceb97a755'), UUID('7a547413-84bc-4889-b4d1-795ceb97a755')]","(np.float64(5.6101), np.float64(0.0))",15,"Vector(0.123, 0.992)","Vector(-3.347, -1.293)",echo,wall_obstacle_55,7a547413-84bc-4889-b4d1-795ceb97a755,4.857,"Vector(1.000, 0.000)",-121.22783149409669,"Vector(8.957, 1.293)",3.587475296444562,4.849052186588921,63.978,4.86,0.002
577,"[np.float64(63.771524767448255), np.float64(63.768783030047544)]","[np.float64(4.864), np.float64(4.865)]","[UUID('08af791f-1a21-4828-b76b-18d718ac62be'), UUID('08af791f-1a21-4828-b76b-18d718ac62be')]","(np.float64(9.9999), np.float64(1.02002))",0,"Vector(0.123, 0.992)","Vector(1.042, -0.284)",echo,wall_obstacle_14,08af791f-1a21-4828-b76b-18d718ac62be,4.857,"Vector(-0.970, 0.242)",22.384519641678395,"Vector(8.958, 1.304)",1.0798952639029398,4.860139168064009,63.77,4.864,0.002
578,"[np.float64(63.615178034075754), np.float64(63.62402771164895)]","[np.float64(4.864), np.float64(4.865)]","[UUID('d2975352-3ada-4057-a94a-caf2254e299b'), UUID('d2975352-3ada-4057-a94a-caf2254e299b')]","(np.float64(9.9999), np.float64(1.52998))",0,"Vector(0.123, 0.992)","Vector(1.042, 0.226)",echo,wall_obstacle_15,d2975352-3ada-4057-a94a-caf2254e299b,4.857,"Vector(-0.973, -0.232)",49.870887420183095,"Vector(8.958, 1.304)",1.0659069074736311,4.8601314398341495,63.62,4.864,0.002
579,"[np.float64(61.36562302664325), np.float64(61.38006594264119)]","[np.float64(4.865), np.float64(4.866)]","[UUID('116133e5-e2a9-4d75-befe-d487badde2ee'), UUID('116133e5-e2a9-4d75-befe-d487badde2ee')]","(np.float64(9.99992), np.float64(2.03994))",0,"Vector(0.123, 0.992)","Vector(1.041, 0.733)",echo,wall_obstacle_16,116133e5-e2a9-4d75-befe-d487badde2ee,4.857,"Vector(-0.809, -0.588)",72.77690500395448,"Vector(8.959, 1.307)",1.2732461730945828,4.860765467225091,61.373,4.865,0.002
580,"[np.float64(60.64954091810099), np.float64(60.65128684800719)]","[np.float64(4.92), np.float64(4.921)]","[UUID('fd9a31c0-904a-4a38-b9d7-5bcd0bbc51e4'), UUID('fd9a31c0-904a-4a38-b9d7-5bcd0bbc51e4')]","(np.int64(5), np.int64(10))",31,"Vector(0.259, 0.966)","Vector(-3.990, 8.531)",direct,,fd9a31c0-904a-4a38-b9d7-5bcd0bbc51e4,4.916,"Vector(0.000, -1.000)",152.7232582845014,"Vector(8.990, 1.469)",9.418059471292374,4.892,60.65,4.92,0.002
581,"[np.float64(61.38769367796018), np.float64(61.38988742157193)]","[np.float64(4.922), np.float64(4.923)]","[UUID('23ed5943-0ff2-4797-b8f0-429861ddfcf5'), UUID('23ed5943-0ff2-4797-b8f0-429861ddfcf5')]","(np.int64(6), np.int64(10))",32,"Vector(0.259, 0.966)","Vector(-2.992, 8.525)",direct,,23ed5943-0ff2-4797-b8f0-429861ddfcf5,4.916,"Vector(0.000, -1.000)",146.99402829865375,"Vector(8.992, 1.475)",9.034893046848978,4.8950000000000005,61.389,4.922,0.002
582,"[np.float64(65.59207730189327), np.float64(65.60135094796979)]","[np.float64(4.922), np.float64(4.923)]","[UUID('9f2ce011-a649-42c0-85aa-47e1247bc163'), UUID('9f2ce011-a649-42c0-85aa-47e1247bc163')]","(np.float64(9.9999), np.float64(1.52999))",0,"Vector(0.259, 0.966)","Vector(1.008, 0.055)",echo,wall_obstacle_15,9f2ce011-a649-42c0-85aa-47e1247bc163,4.916,"Vector(-0.997, -0.074)",40.782090626741535,"Vector(8.992, 1.475)",1.0093634055680838,4.918962446404341,65.597,4.922,0.002
583,"[np.float64(64.9685335837856), np.float64(64.96568377129974)]","[np.float64(4.923), np.float64(4.924)]","[UUID('8a417be8-e5ab-4235-924b-08ea19c8f787'), UUID('8a417be8-e5ab-4235-924b-08ea19c8f787')]","(np.float64(9.99991), np.float64(1.02004))",0,"Vector(0.259, 0.966)","Vector(1.007, -0.458)",echo,wall_obstacle_14,8a417be8-e5ab-4235-924b-08ea19c8f787,4.916,"Vector(-0.919, 0.394)",13.210017176507591,"Vector(8.993, 1.478)",1.1062516876823285,4.919214538529291,64.967,4.923,0.002
584,"[np.float64(63.75947346570258), np.float64(63.77639010903604)]","[np.float64(4.923), np.float64(4.924)]","[UUID('8b8d25af-8d15-4c1c-b018-8413dfce3094'), UUID('8b8d25af-8d15-4c1c-b018-8413dfce3094')]","(np.float64(9.99991), np.float64(2.03995))",0,"Vector(0.259, 0.966)","Vector(1.007, 0.562)",echo,wall_obstacle_16,8b8d25af-8d15-4c1c-b018-8413dfce3094,4.916,"Vector(-0.866, -0.500)",66.82358515155698,"Vector(8.993, 1.478)",1.1533518131949159,4.919411762531195,63.768,4.923,0.002
585,"[np.float64(62.1271999918717), np.float64(62.11885310818054)]","[np.float64(4.925), np.float64(4.926)]","[UUID('ccc9643a-a261-491d-b49a-f13b9ea49d57'), UUID('ccc9643a-a261-491d-b49a-f13b9ea49d57')]","(np.float64(9.99993), np.float64(0.51007))",0,"Vector(0.259, 0.966)","Vector(1.006, -0.974)",echo,wall_obstacle_13,ccc9643a-a261-491d-b49a-f13b9ea49d57,4.916,"Vector(-0.732, 0.682)",-6.419138038206313,"Vector(8.994, 1.484)",1.3996179496562624,4.920038772179732,62.123,4.925,0.002
586,"[np.float64(60.547197476815086), np.float64(60.56385061497425)]","[np.float64(4.925), np.float64(4.926)]","[UUID('dfb0e9c1-9624-4003-b4d2-75691df88495'), UUID('dfb0e9c1-9624-4003-b4d2-75691df88495')]","(np.float64(9.99993), np.float64(2.54993))",0,"Vector(0.259, 0.966)","Vector(1.006, 1.066)",echo,wall_obstacle_17,dfb0e9c1-9624-4003-b4d2-75691df88495,4.916,"Vector(-0.679, -0.734)",84.33432129316657,"Vector(8.994, 1.484)",1.4656561051624628,4.920350360512084,60.556,4.925,0.002
587,"[np.float64(60.91782539560264), np.float64(60.91158812460631)]","[np.float64(4.928), np.float64(4.929)]","[UUID('c566923f-ed7c-4acf-a36d-abc7f625473a'), UUID('c566923f-ed7c-4acf-a36d-abc7f625473a')]","(np.float64(9.99993), np.float64(1.01993))",17,"Vector(0.259, 0.966)","Vector(1.003, -0.472)",echo,wall_obstacle_14,c566923f-ed7c-4acf-a36d-abc7f625473a,4.916,"Vector(-0.700, -0.714)",12.439792298989687,"Vector(8.997, 1.492)",1.1088654635256703,4.924164217833109,60.915,4.928,0.002
588,[np.float64(60.86438418365785)],[np.float64(4.929)],[UUID('b542fabe-642c-488a-ac76-e5e3f84cdf9a')],"(np.float64(9.99995), np.float64(1.52992))",17,"Vector(0.259, 0.966)","Vector(1.003, 0.038)",echo,wall_obstacle_15,b542fabe-642c-488a-ac76-e5e3f84cdf9a,4.916,"Vector(-0.547, -0.837)",39.800909833512435,"Vector(8.997, 1.492)",1.0039343568680175,4.925328625598643,60.864,4.929,0.001
589,[np.float64(60.78321411474326)],[np.float64(5.011)],[UUID('da3318af-fff6-4f8d-a8d6-8798060d3278')],"(np.int64(5), np.int64(10))",31,"Vector(0.478, 0.878)","Vector(-4.089, 8.280)",direct,,da3318af-fff6-4f8d-a8d6-8798060d3278,5.008,"Vector(0.000, -1.000)",153.93570876601757,"Vector(9.089, 1.720)",9.234971233187464,4.984,60.783,5.011,0.001
590,"[np.float64(79.69600089903922), np.float64(79.69201786696976)]","[np.float64(5.0120000000000005), np.float64(5.013)]","[UUID('7af2210a-5dfb-4b8b-bedf-1cab59e709ee'), UUID('7af2210a-5dfb-4b8b-bedf-1cab59e709ee')]","(np.int64(10), np.int64(1))",18,"Vector(0.478, 0.878)","Vector(0.908, -0.725)",direct,,7af2210a-5dfb-4b8b-bedf-1cab59e709ee,5.008,"Vector(-1.000, 0.000)",-0.94374864449469,"Vector(9.092, 1.725)",1.161950637591804,5.008,79.694,5.012,0.002
591,"[np.float64(97.00705981821235), np.float64(97.00074272550165)]","[np.float64(5.0120000000000005), np.float64(5.013)]","[UUID('3cd9d27d-ce03-42e5-97fe-ba4c96ecea43'), UUID('3cd9d27d-ce03-42e5-97fe-ba4c96ecea43')]","(np.float64(10.0), np.float64(1.0199))",18,"Vector(0.478, 0.878)","Vector(0.908, -0.705)",echo,wall_obstacle_14,3cd9d27d-ce03-42e5-97fe-ba4c96ecea43,5.008,"Vector(0.000, -1.000)",-0.1686134567189299,"Vector(9.092, 1.725)",1.1496411058239002,5.008058017492711,97.004,5.012,0.002
592,"[np.float64(70.10186744174447), np.float64(70.10836878646201)]","[np.float64(5.013), np.float64(5.014)]","[UUID('9d128523-22e1-4f70-b234-c4735bfbb691'), UUID('9d128523-22e1-4f70-b234-c4735bfbb691')]","(np.float64(10.0), np.float64(1.5299))",18,"Vector(0.478, 0.878)","Vector(0.907, -0.198)",echo,wall_obstacle_15,9d128523-22e1-4f70-b234-c4735bfbb691,5.008,"Vector(0.000, -1.000)",25.358644025289237,"Vector(9.093, 1.728)",0.9279667487577344,5.0095448979591835,70.105,5.013,0.002
593,"[np.float64(69.25367176033625), np.float64(69.24743385838038)]","[np.float64(5.014), np.float64(5.015)]","[UUID('f9948da7-3757-4fda-b75c-c2ea14515b61'), UUID('f9948da7-3757-4fda-b75c-c2ea14515b61')]","(np.float64(10.0), np.float64(0.5101))",18,"Vector(0.478, 0.878)","Vector(0.905, -1.220)",echo,wall_obstacle_13,f9948da7-3757-4fda-b75c-c2ea14515b61,5.008,"Vector(0.000, 1.000)",-15.770876571663935,"Vector(9.095, 1.730)",1.5192101780201448,5.009428279883382,69.251,5.014,0.002
594,"[np.float64(69.28440627418915), np.float64(69.29388386975737)]","[np.float64(5.014), np.float64(5.015)]","[UUID('d1ecee9b-34de-4af1-8298-665ae8c78a0f'), UUID('d1ecee9b-34de-4af1-8298-665ae8c78a0f')]","(np.float64(9.9999), np.float64(1.53002))",0,"Vector(0.478, 0.878)","Vector(0.905, -0.200)",echo,wall_obstacle_15,d1ecee9b-34de-4af1-8298-665ae8c78a0f,5.008,"Vector(-0.981, 0.195)",25.186928234633797,"Vector(9.095, 1.730)",0.9270105389907928,5.01072019627468,69.289,5.014,0.002
595,"[np.float64(68.2958255264281), np.float64(68.31769316690551)]","[np.float64(5.014), np.float64(5.015)]","[UUID('b00cbb08-5e66-4235-b155-7025b9640fef'), UUID('b00cbb08-5e66-4235-b155-7025b9640fef')]","(np.float64(9.99991), np.float64(2.03997))",0,"Vector(0.478, 0.878)","Vector(0.905, 0.310)",echo,wall_obstacle_16,b00cbb08-5e66-4235-b155-7025b9640fef,5.008,"Vector(-0.941, -0.338)",56.54968278474621,"Vector(9.095, 1.730)",0.9567147213250143,5.0108345496032385,68.307,5.014,0.002
596,"[np.float64(63.48655993862063), np.float64(63.50656257412043)]","[np.float64(5.014), np.float64(5.015)]","[UUID('3489175a-523d-4b16-8987-c76d82963348'), UUID('3489175a-523d-4b16-8987-c76d82963348')]","(np.float64(10.0), np.float64(2.0399))",18,"Vector(0.478, 0.878)","Vector(0.905, 0.310)",echo,wall_obstacle_16,3489175a-523d-4b16-8987-c76d82963348,5.008,"Vector(0.000, -1.000)",56.54397143927264,"Vector(9.095, 1.730)",0.9567772076089606,5.011031778425656,63.497,5.014,0.002
597,"[np.float64(67.20640855622281), np.float64(67.20378701697487)]","[np.float64(5.015), np.float64(5.016)]","[UUID('38b9e7cc-e2fa-4c66-b36b-3a7ac5cfeb64'), UUID('38b9e7cc-e2fa-4c66-b36b-3a7ac5cfeb64')]","(np.float64(9.99992), np.float64(1.02006))",0,"Vector(0.478, 0.878)","Vector(0.904, -0.713)",echo,wall_obstacle_14,38b9e7cc-e2fa-4c66-b36b-3a7ac5cfeb64,5.008,"Vector(-0.798, 0.603)",-0.6059803818036755,"Vector(9.096, 1.733)",1.1509629820285272,5.011344489273904,67.205,5.015,0.002
598,"[np.float64(65.05397144815201), np.float64(65.07576998729621)]","[np.float64(5.016), np.float64(5.017)]","[UUID('890ee4bc-151c-4539-8ccf-9d9b66362c80'), UUID('890ee4bc-151c-4539-8ccf-9d9b66362c80')]","(np.float64(9.99993), np.float64(2.54993))",0,"Vector(0.478, 0.878)","Vector(0.902, 0.815)",echo,wall_obstacle_17,890ee4bc-151c-4539-8ccf-9d9b66362c80,5.008,"Vector(-0.737, -0.675)",79.726946683272,"Vector(9.098, 1.735)",1.215575671359048,5.011618139480907,65.065,5.016,0.002
599,"[np.float64(63.37934702797362), np.float64(63.37282958142166)]","[np.float64(5.017), np.float64(5.018)]","[UUID('4ede76fc-534c-484b-a02b-03ae8169ad90'), UUID('4ede76fc-534c-484b-a02b-03ae8169ad90')]","(np.float64(9.99994), np.float64(0.51008))",0,"Vector(0.478, 0.878)","Vector(0.901, -1.228)",echo,wall_obstacle_13,4ede76fc-534c-484b-a02b-03ae8169ad90,5.008,"Vector(-0.606, 0.796)",-16.079619472539633,"Vector(9.099, 1.738)",1.5229926367517341,5.012403758766848,63.376,5.017,0.002
600,"[np.float64(61.08614447821373), np.float64(61.10372081612933)]","[np.float64(5.018), np.float64(5.019)]","[UUID('f7c7acf5-7273-4f1e-9bf7-70591320048b'), UUID('f7c7acf5-7273-4f1e-9bf7-70591320048b')]","(np.float64(9.99994), np.float64(3.05992))",0,"Vector(0.478, 0.878)","Vector(0.899, 1.319)",echo,wall_obstacle_18,f7c7acf5-7273-4f1e-9bf7-70591320048b,5.008,"Vector(-0.562, -0.827)",93.36820474474621,"Vector(9.100, 1.741)",1.596704995733401,5.012750648441266,61.095,5.018,0.002
601,"[np.float64(71.21601683039745), np.float64(71.21471199414877)]","[np.float64(5.111), np.float64(5.112)]","[UUID('9298b5f7-3bfd-46f6-b1a5-6ff2f577e4b2'), UUID('9298b5f7-3bfd-46f6-b1a5-6ff2f577e4b2')]","(np.int64(0), np.int64(3))",2,"Vector(0.238, 0.971)","Vector(-9.199, 0.999)",direct,,9298b5f7-3bfd-46f6-b1a5-6ff2f577e4b2,5.107,"Vector(1.000, 0.000)",-148.54616078394974,"Vector(9.199, 2.001)",9.25356647920141,5.0840000000000005,71.215,5.111,0.002
602,"[np.float64(67.88645682746368), np.float64(67.88321923086663)]","[np.float64(5.112), np.float64(5.113)]","[UUID('213552b1-3f91-4656-ad2a-7f6f16c09010'), UUID('213552b1-3f91-4656-ad2a-7f6f16c09010')]","(np.float64(0.0), np.float64(3.0599))",2,"Vector(0.238, 0.971)","Vector(-9.200, 1.056)",echo,wall_obstacle_5,213552b1-3f91-4656-ad2a-7f6f16c09010,5.107,"Vector(0.000, -1.000)",-148.89622551617356,"Vector(9.200, 2.003)",9.260600736993254,5.084174635568513,67.885,5.112,0.002
603,"[np.float64(70.28006506220096), np.float64(70.2904779683412)]","[np.float64(5.112), np.float64(5.113)]","[UUID('c5073130-99b7-4cc1-a9ee-d12c413a91cd'), UUID('c5073130-99b7-4cc1-a9ee-d12c413a91cd')]","(np.float64(9.9999), np.float64(2.03999))",0,"Vector(0.238, 0.971)","Vector(0.800, 0.037)",echo,wall_obstacle_16,c5073130-99b7-4cc1-a9ee-d12c413a91cd,5.107,"Vector(-0.998, -0.067)",40.2726247874179,"Vector(9.200, 2.003)",0.8005956673002922,5.109349368391457,70.285,5.112,0.002
604,"[np.float64(69.4376931701275), np.float64(69.4303543292948)]","[np.float64(5.113), np.float64(5.114)]","[UUID('c2e4421c-d708-4acc-ae05-f8b63101ff5b'), UUID('c2e4421c-d708-4acc-ae05-f8b63101ff5b')]","(np.float64(9.99991), np.float64(1.53005))",0,"Vector(0.238, 0.971)","Vector(0.799, -0.476)",echo,wall_obstacle_15,c2e4421c-d708-4acc-ae05-f8b63101ff5b,5.107,"Vector(-0.870, 0.493)",6.857458038675929,"Vector(9.201, 2.006)",0.9302362721373533,5.109694732754904,69.434,5.113,0.002
605,"[np.float64(67.47878209117798), np.float64(67.49999523972593)]","[np.float64(5.113), np.float64(5.114)]","[UUID('c6f93e8e-d833-4987-9497-bac8967834a3'), UUID('c6f93e8e-d833-4987-9497-bac8967834a3')]","(np.float64(9.99992), np.float64(2.54994))",0,"Vector(0.238, 0.971)","Vector(0.799, 0.544)",echo,wall_obstacle_17,c6f93e8e-d833-4987-9497-bac8967834a3,5.107,"Vector(-0.819, -0.574)",71.88211478280431,"Vector(9.201, 2.006)",0.9664495315328162,5.109863314809895,67.489,5.113,0.002
606,"[np.float64(63.15433157947318), np.float64(63.17348905378539)]","[np.float64(5.115), np.float64(5.1160000000000005)]","[UUID('47866e67-a76c-42bc-b59c-561c58b80206'), UUID('47866e67-a76c-42bc-b59c-561c58b80206')]","(np.float64(9.99994), np.float64(3.05992))",0,"Vector(0.238, 0.971)","Vector(0.798, 1.048)",echo,wall_obstacle_18,47866e67-a76c-42bc-b59c-561c58b80206,5.107,"Vector(-0.599, -0.800)",90.37241751636782,"Vector(9.202, 2.012)",1.3168520804555082,5.110911383306713,63.164,5.115,0.002
607,"[np.float64(69.82217428596671), np.float64(69.81035762173626)]","[np.float64(5.1160000000000005), np.float64(5.117)]","[UUID('b65018c4-a643-4e27-af32-8c334ef7ddf5'), UUID('b65018c4-a643-4e27-af32-8c334ef7ddf5')]","(np.float64(10.0), np.float64(1.5299))",18,"Vector(0.238, 0.971)","Vector(0.797, -0.485)",echo,wall_obstacle_15,b65018c4-a643-4e27-af32-8c334ef7ddf5,5.107,"Vector(0.000, -1.000)",6.324924101744557,"Vector(9.203, 2.015)",0.9330707936700194,5.112544897959183,69.816,5.116,0.002
608,"[np.float64(65.00549768948275), np.float64(65.01244694542325)]","[np.float64(5.117), np.float64(5.118)]","[UUID('2bf8a8ea-36bf-4f11-a78f-4bd424241438'), UUID('2bf8a8ea-36bf-4f11-a78f-4bd424241438')]","(np.float64(10.0), np.float64(2.0399))",18,"Vector(0.238, 0.971)","Vector(0.796, 0.022)",echo,wall_obstacle_16,2bf8a8ea-36bf-4f11-a78f-4bd424241438,5.107,"Vector(0.000, -1.000)",39.232029076864876,"Vector(9.204, 2.018)",0.7966119136693851,5.114031778425656,65.009,5.117,0.002
609,"[np.float64(60.94769433938069), np.float64(60.94958936243486)]","[np.float64(5.119), np.float64(5.12)]","[UUID('6a4e1015-abf1-44b2-a271-4d56574c6e70'), UUID('6a4e1015-abf1-44b2-a271-4d56574c6e70')]","(np.int64(5), np.int64(10))",31,"Vector(0.238, 0.971)","Vector(-4.205, 7.976)",direct,,6a4e1015-abf1-44b2-a271-4d56574c6e70,5.107,"Vector(0.000, -1.000)",155.4530201632749,"Vector(9.205, 2.024)",9.016810748607291,5.0920000000000005,60.949,5.119,0.002
610,"[np.float64(63.34491405280985), np.float64(63.348377272480086)]","[np.float64(5.204), np.float64(5.205)]","[UUID('907365b3-1ac6-40e5-a946-16aea9a0b241'), UUID('907365b3-1ac6-40e5-a946-16aea9a0b241')]","(np.int64(9), np.int64(10))",35,"Vector(0.465, 0.885)","Vector(-0.297, 7.739)",direct,,907365b3-1ac6-40e5-a946-16aea9a0b241,5.2010000000000005,"Vector(0.000, -1.000)",129.85117632555983,"Vector(9.297, 2.261)",7.744721122377486,5.181,63.347,5.204,0.002
611,"[np.float64(71.0248495529259), np.float64(71.02207814618454)]","[np.float64(5.205), np.float64(5.206)]","[UUID('daf186f9-31cf-49de-9636-1895ec97a234'), UUID('daf186f9-31cf-49de-9636-1895ec97a234')]","(np.int64(0), np.int64(3))",2,"Vector(0.465, 0.885)","Vector(-9.298, 0.736)",direct,,daf186f9-31cf-49de-9636-1895ec97a234,5.2010000000000005,"Vector(1.000, 0.000)",-146.87353414699476,"Vector(9.298, 2.264)",9.327352672355646,5.1770000000000005,71.023,5.205,0.002
612,"[np.float64(67.53499159038039), np.float64(67.5306948862287)]","[np.float64(5.205), np.float64(5.206)]","[UUID('246c3d25-cb11-437f-a408-dd0e83db9d5f'), UUID('246c3d25-cb11-437f-a408-dd0e83db9d5f')]","(np.float64(0.0), np.float64(3.0599))",2,"Vector(0.465, 0.885)","Vector(-9.298, 0.796)",echo,wall_obstacle_5,246c3d25-cb11-437f-a408-dd0e83db9d5f,5.2010000000000005,"Vector(0.000, -1.000)",-147.24014671822857,"Vector(9.298, 2.264)",9.332272660531302,5.177174635568513,67.533,5.205,0.002
613,[np.float64(70.32334036538934)],[np.float64(5.206)],[UUID('62acdd32-d866-4ce2-825c-e9b999c2068f')],"(np.int64(0), np.int64(5))",4,"Vector(0.465, 0.885)","Vector(-9.298, 2.736)",direct,,62acdd32-d866-4ce2-825c-e9b999c2068f,5.2010000000000005,"Vector(1.000, 0.000)",-158.74404826481378,"Vector(9.298, 2.264)",9.692522265875896,5.1770000000000005,70.323,5.206,0.001
614,[np.float64(62.304348439021595)],[np.float64(5.206)],[UUID('f7219caf-486b-496d-b260-a8a3745979a3')],"(np.float64(0.0), np.float64(5.0999))",4,"Vector(0.465, 0.885)","Vector(-9.298, 2.836)",echo,wall_obstacle_9,f7219caf-486b-496d-b260-a8a3745979a3,5.2010000000000005,"Vector(0.000, -1.000)",-159.30890628807606,"Vector(9.298, 2.264)",9.72119820858005,5.177291253644316,62.304,5.206,0.001
615,"[np.float64(74.45680987951742), np.float64(74.46441481883781)]","[np.float64(5.206), np.float64(5.207)]","[UUID('24da701d-1bd3-4c59-b293-5bc5ba8e0b5f'), UUID('24da701d-1bd3-4c59-b293-5bc5ba8e0b5f')]","(np.float64(9.9999), np.float64(2.04003))",0,"Vector(0.465, 0.885)","Vector(0.700, -0.226)",echo,wall_obstacle_16,24da701d-1bd3-4c59-b293-5bc5ba8e0b5f,5.2010000000000005,"Vector(-0.959, 0.285)",19.748679748620788,"Vector(9.300, 2.266)",0.7359155253831787,5.2031549789472145,74.461,5.206,0.002
616,"[np.float64(72.95987680487337), np.float64(72.98810642616588)]","[np.float64(5.206), np.float64(5.207)]","[UUID('de79fd65-e940-44be-9055-9c39f15a9a72'), UUID('de79fd65-e940-44be-9055-9c39f15a9a72')]","(np.float64(9.99991), np.float64(2.54996))",0,"Vector(0.465, 0.885)","Vector(0.700, 0.284)",echo,wall_obstacle_17,de79fd65-e940-44be-9055-9c39f15a9a72,5.2010000000000005,"Vector(-0.921, -0.389)",59.70645490877186,"Vector(9.300, 2.266)",0.7555532723110926,5.203243042740471,72.974,5.206,0.002
617,"[np.float64(71.28530824092806), np.float64(71.27783932772611)]","[np.float64(5.207), np.float64(5.208)]","[UUID('2eb996a0-1f4a-424e-84b8-4a3fbf6b2159'), UUID('2eb996a0-1f4a-424e-84b8-4a3fbf6b2159')]","(np.float64(9.99993), np.float64(1.53007))",0,"Vector(0.465, 0.885)","Vector(0.699, -0.739)",echo,wall_obstacle_15,2eb996a0-1f4a-424e-84b8-4a3fbf6b2159,5.2010000000000005,"Vector(-0.701, 0.713)",-8.937860961565804,"Vector(9.301, 2.269)",1.0170638340340297,5.203945825913222,71.282,5.207,0.002
618,"[np.float64(68.32495116989786), np.float64(68.35065471932761)]","[np.float64(5.208), np.float64(5.2090000000000005)]","[UUID('34ea2201-aa69-4626-be03-480963a03bfb'), UUID('34ea2201-aa69-4626-be03-480963a03bfb')]","(np.float64(9.99993), np.float64(3.05992))",0,"Vector(0.465, 0.885)","Vector(0.698, 0.788)",echo,wall_obstacle_18,34ea2201-aa69-4626-be03-480963a03bfb,5.2010000000000005,"Vector(-0.659, -0.752)",86.15117700126353,"Vector(9.302, 2.272)",1.0526000220881624,5.20413679675765,68.338,5.208,0.002
619,"[np.float64(63.30015742336703), np.float64(63.319325390422804)]","[np.float64(5.21), np.float64(5.211)]","[UUID('b7be1fc2-3ed5-45ea-bb9f-2eaaffaa618c'), UUID('b7be1fc2-3ed5-45ea-bb9f-2eaaffaa618c')]","(np.float64(9.99995), np.float64(3.56991))",0,"Vector(0.465, 0.885)","Vector(0.695, 1.293)",echo,wall_obstacle_19,b7be1fc2-3ed5-45ea-bb9f-2eaaffaa618c,5.2010000000000005,"Vector(-0.473, -0.881)",99.40395202176582,"Vector(9.305, 2.277)",1.4678176787326143,5.205366847091171,63.31,5.21,0.002
620,[np.float64(61.97946726253877)],[np.float64(5.214)],[UUID('9bba5729-ad49-4ef6-be00-1315ced4396b')],"(np.int64(6), np.int64(10))",32,"Vector(0.465, 0.885)","Vector(-3.309, 7.715)",direct,,9bba5729-ad49-4ef6-be00-1315ced4396b,5.2010000000000005,"Vector(0.000, -1.000)",150.87126724102131,"Vector(9.309, 2.285)",8.394907820679153,5.189,61.979,5.214,0.001
621,[np.float64(61.158924079829454)],[np.float64(5.313)],[UUID('9f743140-a229-4219-8bac-7f95a7421387')],"(np.int64(5), np.int64(10))",31,"Vector(0.697, 0.717)","Vector(-4.484, 7.477)",direct,,9f743140-a229-4219-8bac-7f95a7421387,5.3100000000000005,"Vector(0.000, -1.000)",158.6101032368012,"Vector(9.484, 2.523)",8.71835704275754,5.2860000000000005,61.159,5.313,0.001
622,"[np.float64(81.5235622447264), np.float64(81.56304494711503)]","[np.float64(5.314), np.float64(5.315)]","[UUID('b0525bbf-c3ea-418b-a75b-7bc3c97e14c1'), UUID('b0525bbf-c3ea-418b-a75b-7bc3c97e14c1')]","(np.float64(9.9999), np.float64(2.54999))",0,"Vector(0.697, 0.717)","Vector(0.511, 0.022)",echo,wall_obstacle_17,b0525bbf-c3ea-418b-a75b-7bc3c97e14c1,5.3100000000000005,"Vector(-0.998, -0.063)",40.14772980376924,"Vector(9.489, 2.528)",0.5117143934852721,5.311523974730767,81.543,5.314,0.002
